idx,Run0,Run1
0,13.416392231482307,66.1213602032037
10000,9.158900561973713,11.974371004011507
20000,8.313554125827158,11.635247788959608
30000,8.251815448635222,10.553216939990756
40000,8.462379270005732,9.412662159181629
50000,8.893762389609863,9.09764344806337
60000,10.707931224183783,6.608011973936517
70000,12.316052809650957,6.936470795556287
80000,8.847810957608019,6.4273359387922095
90000,8.708365730461471,7.069180140403163
100000,8.19157613074489,7.2845630756207616
110000,8.79898035590916,7.2340637804799
120000,8.571663159075118,7.5270888090895305
130000,8.771516469065096,7.8996575060308585
140000,8.866126007896497,7.568572618298398
150000,8.769262811159303,9.608127642986434
160000,9.594070462261444,7.220265828413299
170000,8.54001091542384,7.808617145717931
180000,10.14137962876309,7.160634955872166
190000,8.534767123104622,7.525403297230098
200000,8.435886040136463,7.184258768344033
210000,8.593202808748378,6.717188712099798
220000,11.372565433374938,7.514725414487658
230000,7.359768460527366,7.1814066452243654
240000,7.876627094185479,7.105990333893591
250000,8.845051984832375,7.215401426560305
260000,9.060188022428664,8.537600813486755
270000,8.269366340807975,6.796245457690372
280000,8.089187542051585,7.314727502596118
290000,8.507793321387394,7.317314722716053
300000,8.372910942046465,7.038080382113803
310000,7.504828828436973,7.101105240191095
320000,8.088270625435374,6.373861221583691
330000,8.830571445610103,7.477724900676926
340000,8.53400688270303,7.618611894260091
350000,7.935171191393499,6.291117346476709
360000,8.299618620825969,6.656690364868254
370000,11.535801298141104,6.6867372564208845
380000,7.912129622717064,6.345812534721167
390000,9.324377623802373,7.627057310401907
400000,8.39106197713312,6.365590094001991
410000,8.020364407009097,7.802606911713911
420000,9.383647898402963,6.707181165780241
430000,7.953092556391929,6.618779871341276
440000,8.157019649962356,7.251773166806576
450000,7.982514251792648,6.627064671098786
460000,9.424760726268874,6.727871960112052
470000,9.569330568971704,6.93204056782136
480000,9.199552179400817,7.037031583192303
490000,8.230733008769501,6.643839321152406
500000,8.229629800610534,6.632033253386673
510000,8.447775575276879,7.732195757137728
520000,7.495320332793094,7.436575734634012
530000,55.0778698506251,6.69927962021434
540000,49.57759635922681,13.097994218691785
550000,10.934102812063433,11.521693632205878
560000,16.68439540352366,15.70035317602925
570000,9.767618437307389,7.556036817516076
580000,10.51011696534827,12.803642518653952
590000,42.81893626966369,10.122944584541987
600000,7.904775013882083,8.824243844431372
610000,8.65744688970073,14.18988745419932
620000,8.404289899343722,51.46434145528401
630000,8.491893194372974,17.039211892831442
640000,9.522015143890846,14.979650195026009
650000,8.7196775519883,38.373690853399154
660000,10.149085402755771,30.340177854231136
670000,15.261714104434068,48.17165575527213
680000,16.356625799827114,38.64365286410863
690000,10.165129941898858,15.042659835488523
700000,8.507793990815122,13.933975870446467
710000,16.753788776812875,15.510544031435927
720000,12.401164289502754,13.594114325275838
730000,9.519284889935959,11.297541000699326
740000,9.57228124957686,17.764682214044697
750000,16.913384870000222,16.06644974459578
760000,16.790637211010843,19.029835789368654
