idx,Run0,Run1,Run2,Run3,Run4
0,0.4714045207910317,0.5,0.45825756949558394,0.33993463423951903,0.0
10000,0.0,0.49888765156985887,0.0,0.3,0.0
20000,0.0,0.49888765156985887,0.37267799624996495,0.49888765156985887,0.4714045207910317
30000,0.24944382578492943,0.4955356249106168,0.45825756949558394,0.0,0.3726779962499649
40000,0.0,0.0,0.4714045207910317,0.0,0.0
50000,0.0,0.0,0.49888765156985887,0.0,0.0
60000,0.0,0.0,0.4818944098266986,0.0,0.0
70000,0.0,0.0,0.42295258468165065,0.0,0.0
80000,0.0,0.0,0.33993463423951903,0.0,0.0
90000,0.0,0.0,0.0,0.0,0.0
100000,0.0,0.29999999999999993,0.3,0.0,0.0
110000,0.0,0.0,0.0,0.0,0.42295258468165065
120000,0.0,0.0,0.33993463423951903,0.0,0.0
130000,0.0,0.3726779962499649,0.33993463423951903,0.0,0.0
140000,0.0,0.29999999999999993,0.0,0.33993463423951903,0.3726779962499649
150000,0.0,0.0,0.0,0.0,0.4
160000,0.45825756949558394,0.0,0.0,0.0,0.3
170000,0.4229525846816506,0.0,0.0,0.33993463423951903,0.0
180000,0.0,0.0,0.0,0.0,0.3
190000,0.48989794855663565,0.24944382578492943,0.0,0.0,0.4714045207910317
200000,0.45825756949558394,0.3,0.0,0.33993463423951903,0.24944382578492943
210000,0.24944382578492943,0.0,0.0,0.4229525846816506,0.0
220000,0.24944382578492943,0.0,0.4229525846816506,0.33993463423951903,0.0
230000,0.4422166387140533,0.29999999999999993,0.33993463423951903,0.33993463423951903,0.24944382578492943
240000,0.29999999999999993,0.3,0.0,0.0,0.3
250000,0.4,0.29999999999999993,0.0,0.4229525846816506,0.0
260000,0.3726779962499649,0.4229525846816507,0.33993463423951903,0.42295258468165065,0.24944382578492943
270000,0.4714045207910317,0.44221663871405337,0.0,0.4818944098266986,0.4714045207910317
280000,0.4714045207910316,0.4955356249106168,0.0,0.4955356249106168,0.4229525846816506
290000,0.4,0.49888765156985887,0.0,0.49553562491061676,0.3726779962499649
300000,0.4955356249106168,0.4818944098266986,0.33993463423951903,0.0,0.3726779962499649
310000,0.4229525846816506,0.49888765156985887,0.33993463423951903,0.4714045207910316,0.3726779962499649
320000,0.3726779962499649,0.48989794855663565,0.4818944098266986,0.4818944098266986,0.24944382578492943
330000,0.24944382578492943,0.4714045207910317,0.0,0.42295258468165065,0.3
340000,0.24944382578492943,0.4000000000000001,0.0,0.4714045207910317,0.3726779962499649
350000,0.3726779962499649,0.45825756949558405,0.42295258468165065,0.4955356249106168,0.0
360000,0.33993463423951903,0.33993463423951903,0.0,0.4,0.3
370000,0.4714045207910316,0.49553562491061676,0.4229525846816506,0.37267799624996495,0.3
380000,0.4422166387140533,0.4818944098266986,0.0,0.24944382578492943,0.44221663871405337
390000,0.4714045207910317,0.49553562491061687,0.0,0.4000000000000001,0.44221663871405337
400000,0.45825756949558405,0.4955356249106168,0.24944382578492943,0.49553562491061676,0.3726779962499649
410000,0.4818944098266986,0.44221663871405337,0.42295258468165065,0.4229525846816506,0.3726779962499649
420000,0.24944382578492943,0.33993463423951903,0.4818944098266986,0.49888765156985887,0.3
430000,0.4,0.4714045207910317,0.0,0.37267799624996495,0.33993463423951903
440000,0.45825756949558394,0.44221663871405337,0.0,0.45825756949558394,0.42295258468165065
450000,0.48989794855663565,0.4000000000000001,0.42295258468165065,0.5,0.42295258468165065
460000,0.4,0.44221663871405337,0.0,0.37267799624996495,0.45825756949558394
470000,0.4,0.5,0.42295258468165065,0.49888765156985887,0.4898979485566357
480000,0.42295258468165065,0.48989794855663565,0.42295258468165065,0.4714045207910316,0.3726779962499649
490000,0.4422166387140533,0.33993463423951903,0.0,0.4955356249106168,0.3
499712,0.4422166387140533,0.5,0.4229525846816506,0.48189440982669857,0.24944382578492943
